Global_active_power,Date,Time
5.484,2007-03-10,22:50:00
3.434,2007-03-10,23:00:00
3.37,2007-03-10,23:10:00
3.464,2007-03-10,23:20:00
3.36,2007-03-10,23:30:00
2.42,2007-03-10,23:40:00
2.344,2007-03-10,23:50:00
2.362,2007-03-11,00:00:00
2.41,2007-03-11,00:10:00
2.522,2007-03-11,00:20:00
2.552,2007-03-11,00:30:00
2.466,2007-03-11,00:40:00
2.358,2007-03-11,00:50:00
2.392,2007-03-11,01:00:00
2.448,2007-03-11,01:10:00
2.414,2007-03-11,01:20:00
2.298,2007-03-11,01:30:00
2.312,2007-03-11,01:40:00
2.414,2007-03-11,01:50:00
2.41,2007-03-11,02:00:00
2.31,2007-03-11,02:10:00
2.318,2007-03-11,02:20:00
2.44,2007-03-11,02:30:00
2.482,2007-03-11,02:40:00
2.45,2007-03-11,02:50:00
2.436,2007-03-11,03:00:00
2.444,2007-03-11,03:10:00
2.394,2007-03-11,03:20:00
2.424,2007-03-11,03:30:00
2.442,2007-03-11,03:40:00
2.482,2007-03-11,03:50:00
2.36,2007-03-11,04:00:00
2.43,2007-03-11,04:10:00
2.46,2007-03-11,04:20:00
2.434,2007-03-11,04:30:00
2.364,2007-03-11,04:40:00
2.412,2007-03-11,04:50:00
2.552,2007-03-11,05:00:00
2.482,2007-03-11,05:10:00
2.374,2007-03-11,05:20:00
2.344,2007-03-11,05:30:00
2.536,2007-03-11,05:40:00
2.342,2007-03-11,05:50:00
2.708,2007-03-11,06:00:00
3.358,2007-03-11,06:10:00
3.536,2007-03-11,06:20:00
3.064,2007-03-11,06:30:00
2.374,2007-03-11,06:40:00
2.36,2007-03-11,06:50:00
2.456,2007-03-11,07:00:00
2.402,2007-03-11,07:10:00
2.866,2007-03-11,07:20:00
3.498,2007-03-11,07:30:00
4.726,2007-03-11,07:40:00
3.536,2007-03-11,07:50:00
2.476,2007-03-11,08:00:00
2.47,2007-03-11,08:10:00
2.504,2007-03-11,08:20:00
2.328,2007-03-11,08:30:00
2.372,2007-03-11,08:40:00
2.458,2007-03-11,08:50:00
2.398,2007-03-11,09:00:00
2.474,2007-03-11,09:10:00
2.68,2007-03-11,09:20:00
2.81,2007-03-11,09:30:00
2.666,2007-03-11,09:40:00
2.598,2007-03-11,09:50:00
2.548,2007-03-11,10:00:00
2.554,2007-03-11,10:10:00
0.434,2007-03-11,10:20:00
0.442,2007-03-11,10:30:00
1.652,2007-03-11,10:40:00
1.59,2007-03-11,10:50:00
1.594,2007-03-11,11:00:00
1.51,2007-03-11,11:10:00
0.546,2007-03-11,11:20:00
0.446,2007-03-11,11:30:00
0.526,2007-03-11,11:40:00
0.642,2007-03-11,11:50:00
0.62,2007-03-11,12:00:00
0.516,2007-03-11,12:10:00
0.446,2007-03-11,12:20:00
0.618,2007-03-11,12:30:00
3.134,2007-03-11,12:40:00
4.44,2007-03-11,12:50:00
2.158,2007-03-11,13:00:00
5.306,2007-03-11,13:10:00
5.288,2007-03-11,13:20:00
3.594,2007-03-11,13:30:00
1.792,2007-03-11,13:40:00
1.836,2007-03-11,13:50:00
1.838,2007-03-11,14:00:00
1.49,2007-03-11,14:10:00
1.56,2007-03-11,14:20:00
1.49,2007-03-11,14:30:00
1.33,2007-03-11,14:40:00
1.444,2007-03-11,14:50:00
1.514,2007-03-11,15:00:00
1.424,2007-03-11,15:10:00
1.33,2007-03-11,15:20:00
1.416,2007-03-11,15:30:00
1.676,2007-03-11,15:40:00
7.034,2007-03-11,15:50:00
4.244,2007-03-11,16:00:00
2.156,2007-03-11,16:10:00
0.874,2007-03-11,16:20:00
0.678,2007-03-11,16:30:00
2.928,2007-03-11,16:40:00
0.526,2007-03-11,16:50:00
0.442,2007-03-11,17:00:00
3.328,2007-03-11,17:10:00
0.768,2007-03-11,17:20:00
2.806,2007-03-11,17:30:00
2.278,2007-03-11,17:40:00
3.502,2007-03-11,17:50:00
3.03,2007-03-11,18:00:00
3.46,2007-03-11,18:10:00
1.838,2007-03-11,18:20:00
2.33,2007-03-11,18:30:00
2.144,2007-03-11,18:40:00
3.294,2007-03-11,18:50:00
5.706,2007-03-11,19:00:00
3.502,2007-03-11,19:10:00
5.852,2007-03-11,19:20:00
3.436,2007-03-11,19:30:00
5.276,2007-03-11,19:40:00
4.962,2007-03-11,19:50:00
2.848,2007-03-11,20:00:00
2.536,2007-03-11,20:10:00
4.496,2007-03-11,20:20:00
2.798,2007-03-11,20:30:00
3.676,2007-03-11,20:40:00
3.072,2007-03-11,20:50:00
3.254,2007-03-11,21:00:00
3.354,2007-03-11,21:10:00
2.732,2007-03-11,21:20:00
2.346,2007-03-11,21:30:00
2.922,2007-03-11,21:40:00
2.81,2007-03-11,21:50:00
2.736,2007-03-11,22:00:00
2.666,2007-03-11,22:10:00
2.82,2007-03-11,22:20:00
2.898,2007-03-11,22:30:00
2.706,2007-03-11,22:40:00
1.67,2007-03-11,22:50:00
1.65,2007-03-11,23:00:00
1.484,2007-03-11,23:10:00
1.32,2007-03-11,23:20:00
1.076,2007-03-11,23:30:00
0.922,2007-03-11,23:40:00
0.394,2007-03-11,23:50:00
0.23,2007-03-12,00:00:00
0.226,2007-03-12,00:10:00
0.408,2007-03-12,00:20:00
0.48,2007-03-12,00:30:00
0.302,2007-03-12,00:40:00
0.224,2007-03-12,00:50:00
0.326,2007-03-12,01:00:00
0.378,2007-03-12,01:10:00
0.222,2007-03-12,01:20:00
0.22,2007-03-12,01:30:00
0.324,2007-03-12,01:40:00
0.296,2007-03-12,01:50:00
0.222,2007-03-12,02:00:00
0.222,2007-03-12,02:10:00
0.326,2007-03-12,02:20:00
0.302,2007-03-12,02:30:00
0.312,2007-03-12,02:40:00
0.308,2007-03-12,02:50:00
0.398,2007-03-12,03:00:00
0.302,2007-03-12,03:10:00
0.226,2007-03-12,03:20:00
0.288,2007-03-12,03:30:00
0.32,2007-03-12,03:40:00
0.27,2007-03-12,03:50:00
0.244,2007-03-12,04:00:00
0.336,2007-03-12,04:10:00
0.318,2007-03-12,04:20:00
0.224,2007-03-12,04:30:00
0.292,2007-03-12,04:40:00
0.328,2007-03-12,04:50:00
0.402,2007-03-12,05:00:00
0.298,2007-03-12,05:10:00
0.294,2007-03-12,05:20:00
0.326,2007-03-12,05:30:00
0.302,2007-03-12,05:40:00
0.22,2007-03-12,05:50:00
0.304,2007-03-12,06:00:00
0.33,2007-03-12,06:10:00
0.274,2007-03-12,06:20:00
1.336,2007-03-12,06:30:00
1.392,2007-03-12,06:40:00
1.412,2007-03-12,06:50:00
4.244,2007-03-12,07:00:00
1.72,2007-03-12,07:10:00
1.162,2007-03-12,07:20:00
0.82,2007-03-12,07:30:00
1.712,2007-03-12,07:40:00
1.536,2007-03-12,07:50:00
1.568,2007-03-12,08:00:00
1.524,2007-03-12,08:10:00
3.474,2007-03-12,08:20:00
1.526,2007-03-12,08:30:00
3.474,2007-03-12,08:40:00
1.514,2007-03-12,08:50:00
1.374,2007-03-12,09:00:00
1.388,2007-03-12,09:10:00
1.416,2007-03-12,09:20:00
2.072,2007-03-12,09:30:00
1.988,2007-03-12,09:40:00
4.002,2007-03-12,09:50:00
1.888,2007-03-12,10:00:00
1.862,2007-03-12,10:10:00
1.852,2007-03-12,10:20:00
1.804,2007-03-12,10:30:00
1.954,2007-03-12,10:40:00
1.994,2007-03-12,10:50:00
1.928,2007-03-12,11:00:00
1.864,2007-03-12,11:10:00
1.966,2007-03-12,11:20:00
1.932,2007-03-12,11:30:00
1.926,2007-03-12,11:40:00
1.962,2007-03-12,11:50:00
2.03,2007-03-12,12:00:00
1.918,2007-03-12,12:10:00
1.852,2007-03-12,12:20:00
1.86,2007-03-12,12:30:00
1.892,2007-03-12,12:40:00
0.766,2007-03-12,12:50:00
0.766,2007-03-12,13:00:00
2.01,2007-03-12,13:10:00
0.88,2007-03-12,13:20:00
0.802,2007-03-12,13:30:00
0.802,2007-03-12,13:40:00
0.926,2007-03-12,13:50:00
1.28,2007-03-12,14:00:00
1.216,2007-03-12,14:10:00
1.214,2007-03-12,14:20:00
1.316,2007-03-12,14:30:00
1.21,2007-03-12,14:40:00
1.04,2007-03-12,14:50:00
1.052,2007-03-12,15:00:00
1.15,2007-03-12,15:10:00
1.206,2007-03-12,15:20:00
1.114,2007-03-12,15:30:00
1.042,2007-03-12,15:40:00
0.67,2007-03-12,15:50:00
0.6,2007-03-12,16:00:00
0.636,2007-03-12,16:10:00
1.436,2007-03-12,16:20:00
1.618,2007-03-12,16:30:00
1.516,2007-03-12,16:40:00
1.518,2007-03-12,16:50:00
1.456,2007-03-12,17:00:00
1.528,2007-03-12,17:10:00
1.428,2007-03-12,17:20:00
1.554,2007-03-12,17:30:00
1.388,2007-03-12,17:40:00
1.402,2007-03-12,17:50:00
1.344,2007-03-12,18:00:00
1.404,2007-03-12,18:10:00
1.512,2007-03-12,18:20:00
1.458,2007-03-12,18:30:00
1.4,2007-03-12,18:40:00
1.434,2007-03-12,18:50:00
1.498,2007-03-12,19:00:00
3.062,2007-03-12,19:10:00
3.134,2007-03-12,19:20:00
4.946,2007-03-12,19:30:00
2.892,2007-03-12,19:40:00
2.88,2007-03-12,19:50:00
2.65,2007-03-12,20:00:00
1.722,2007-03-12,20:10:00
3.124,2007-03-12,20:20:00
2.126,2007-03-12,20:30:00
2.074,2007-03-12,20:40:00
2.07,2007-03-12,20:50:00
2.122,2007-03-12,21:00:00
0.942,2007-03-12,21:10:00
1.046,2007-03-12,21:20:00
3.152,2007-03-12,21:30:00
3.236,2007-03-12,21:40:00
2.232,2007-03-12,21:50:00
3.958,2007-03-12,22:00:00
3.16,2007-03-12,22:10:00
3.776,2007-03-12,22:20:00
1.572,2007-03-12,22:30:00
1.586,2007-03-12,22:40:00
1.47,2007-03-12,22:50:00
1.434,2007-03-12,23:00:00
0.318,2007-03-12,23:10:00
0.222,2007-03-12,23:20:00
0.52,2007-03-12,23:30:00
0.406,2007-03-12,23:40:00
0.33,2007-03-12,23:50:00
3.48,2007-04-01,00:00:00
2.782,2007-04-01,00:10:00
3.854,2007-04-01,00:20:00
1.568,2007-04-01,00:30:00
1.476,2007-04-01,00:40:00
1.388,2007-04-01,00:50:00
1.432,2007-04-01,01:00:00
1.46,2007-04-01,01:10:00
1.418,2007-04-01,01:20:00
1.392,2007-04-01,01:30:00
3.61,2007-04-01,01:40:00
1.37,2007-04-01,01:50:00
2.018,2007-04-01,02:00:00
2.394,2007-04-01,02:10:00
1.71,2007-04-01,02:20:00
2.03,2007-04-01,02:30:00
1.772,2007-04-01,02:40:00
1.386,2007-04-01,02:50:00
1.468,2007-04-01,03:00:00
1.402,2007-04-01,03:10:00
1.594,2007-04-01,03:20:00
1.404,2007-04-01,03:30:00
1.31,2007-04-01,03:40:00
0.304,2007-04-01,03:50:00
0.334,2007-04-01,04:00:00
0.324,2007-04-01,04:10:00
0.23,2007-04-01,04:20:00
0.304,2007-04-01,04:30:00
0.34,2007-04-01,04:40:00
0.326,2007-04-01,04:50:00
0.23,2007-04-01,05:00:00
0.226,2007-04-01,05:10:00
0.296,2007-04-01,05:20:00
0.324,2007-04-01,05:30:00
0.308,2007-04-01,05:40:00
0.302,2007-04-01,05:50:00
0.38,2007-04-01,06:00:00
0.402,2007-04-01,06:10:00
0.3,2007-04-01,06:20:00
0.23,2007-04-01,06:30:00
0.232,2007-04-01,06:40:00
0.414,2007-04-01,06:50:00
0.328,2007-04-01,07:00:00
0.23,2007-04-01,07:10:00
0.226,2007-04-01,07:20:00
0.46,2007-04-01,07:30:00
0.432,2007-04-01,07:40:00
2.924,2007-04-01,07:50:00
1.796,2007-04-01,08:00:00
2.92,2007-04-01,08:10:00
2.976,2007-04-01,08:20:00
1.574,2007-04-01,08:30:00
1.658,2007-04-01,08:40:00
1.86,2007-04-01,08:50:00
1.936,2007-04-01,09:00:00
1.432,2007-04-01,09:10:00
1.706,2007-04-01,09:20:00
1.622,2007-04-01,09:30:00
1.722,2007-04-01,09:40:00
1.776,2007-04-01,09:50:00
1.756,2007-04-01,10:00:00
1.82,2007-04-01,10:10:00
1.996,2007-04-01,10:20:00
1.97,2007-04-01,10:30:00
1.928,2007-04-01,10:40:00
1.868,2007-04-01,10:50:00
1.84,2007-04-01,11:00:00
1.932,2007-04-01,11:10:00
1.932,2007-04-01,11:20:00
1.842,2007-04-01,11:30:00
1.854,2007-04-01,11:40:00
1.546,2007-04-01,11:50:00
1.588,2007-04-01,12:00:00
1.522,2007-04-01,12:10:00
1.714,2007-04-01,12:20:00
1.512,2007-04-01,12:30:00
0.444,2007-04-01,12:40:00
1.702,2007-04-01,12:50:00
1.436,2007-04-01,13:00:00
1.386,2007-04-01,13:10:00
1.392,2007-04-01,13:20:00
1.334,2007-04-01,13:30:00
1.428,2007-04-01,13:40:00
1.372,2007-04-01,13:50:00
1.392,2007-04-01,14:00:00
1.318,2007-04-01,14:10:00
1.348,2007-04-01,14:20:00
2.014,2007-04-01,14:30:00
1.526,2007-04-01,14:40:00
1.442,2007-04-01,14:50:00
1.5,2007-04-01,15:00:00
1.42,2007-04-01,15:10:00
1.57,2007-04-01,15:20:00
1.54,2007-04-01,15:30:00
1.44,2007-04-01,15:40:00
1.376,2007-04-01,15:50:00
0.526,2007-04-01,16:00:00
0.352,2007-04-01,16:10:00
0.25,2007-04-01,16:20:00
0.256,2007-04-01,16:30:00
0.248,2007-04-01,16:40:00
0.534,2007-04-01,16:50:00
0.358,2007-04-01,17:00:00
4.83,2007-04-01,17:10:00
4.646,2007-04-01,17:20:00
6.094,2007-04-01,17:30:00
4.036,2007-04-01,17:40:00
1.934,2007-04-01,17:50:00
3.896,2007-04-01,18:00:00
3.134,2007-04-01,18:10:00
4.014,2007-04-01,18:20:00
1.888,2007-04-01,18:30:00
3.464,2007-04-01,18:40:00
6.274,2007-04-01,18:50:00
3.76,2007-04-01,19:00:00
3.332,2007-04-01,19:10:00
4.684,2007-04-01,19:20:00
2.874,2007-04-01,19:30:00
4.144,2007-04-01,19:40:00
1.81,2007-04-01,19:50:00
1.962,2007-04-01,20:00:00
2.78,2007-04-01,20:10:00
1.578,2007-04-01,20:20:00
1.63,2007-04-01,20:30:00
2.052,2007-04-01,20:40:00
2.372,2007-04-01,20:50:00
3.906,2007-04-01,21:00:00
2.826,2007-04-01,21:10:00
3.434,2007-04-01,21:20:00
3.178,2007-04-01,21:30:00
4.468,2007-04-01,21:40:00
4.658,2007-04-01,21:50:00
8.106,2007-04-01,22:00:00
6.008,2007-04-01,22:10:00
6.384,2007-04-01,22:20:00
3.776,2007-04-01,22:30:00
2.524,2007-04-01,22:40:00
2.184,2007-04-01,22:50:00
1.942,2007-04-01,23:00:00
1.918,2007-04-01,23:10:00
1.832,2007-04-01,23:20:00
1.766,2007-04-01,23:30:00
3.656,2007-04-01,23:40:00
1.418,2007-04-01,23:50:00
1.494,2007-04-02,00:00:00
1.374,2007-04-02,00:10:00
1.304,2007-04-02,00:20:00
1.302,2007-04-02,00:30:00
1.498,2007-04-02,00:40:00
1.466,2007-04-02,00:50:00
1.324,2007-04-02,01:00:00
1.42,2007-04-02,01:10:00
1.366,2007-04-02,01:20:00
1.47,2007-04-02,01:30:00
1.286,2007-04-02,01:40:00
1.282,2007-04-02,01:50:00
1.378,2007-04-02,02:00:00
1.564,2007-04-02,02:10:00
1.496,2007-04-02,02:20:00
0.292,2007-04-02,02:30:00
0.29,2007-04-02,02:40:00
0.296,2007-04-02,02:50:00
0.398,2007-04-02,03:00:00
0.332,2007-04-02,03:10:00
0.236,2007-04-02,03:20:00
0.218,2007-04-02,03:30:00
0.288,2007-04-02,03:40:00
0.32,2007-04-02,03:50:00
0.332,2007-04-02,04:00:00
0.24,2007-04-02,04:10:00
0.314,2007-04-02,04:20:00
0.228,2007-04-02,04:30:00
0.318,2007-04-02,04:40:00
0.248,2007-04-02,04:50:00
0.392,2007-04-02,05:00:00
0.32,2007-04-02,05:10:00
0.386,2007-04-02,05:20:00
0.396,2007-04-02,05:30:00
0.284,2007-04-02,05:40:00
0.288,2007-04-02,05:50:00
0.226,2007-04-02,06:00:00
0.328,2007-04-02,06:10:00
0.32,2007-04-02,06:20:00
0.302,2007-04-02,06:30:00
0.222,2007-04-02,06:40:00
0.216,2007-04-02,06:50:00
2.558,2007-04-02,07:00:00
1.834,2007-04-02,07:10:00
2.112,2007-04-02,07:20:00
2.638,2007-04-02,07:30:00
2.756,2007-04-02,07:40:00
1.796,2007-04-02,07:50:00
1.64,2007-04-02,08:00:00
1.464,2007-04-02,08:10:00
1.596,2007-04-02,08:20:00
2.308,2007-04-02,08:30:00
1.896,2007-04-02,08:40:00
1.472,2007-04-02,08:50:00
1.422,2007-04-02,09:00:00
1.42,2007-04-02,09:10:00
1.592,2007-04-02,09:20:00
1.588,2007-04-02,09:30:00
1.422,2007-04-02,09:40:00
1.33,2007-04-02,09:50:00
1.24,2007-04-02,10:00:00
1.424,2007-04-02,10:10:00
1.392,2007-04-02,10:20:00
1.242,2007-04-02,10:30:00
1.228,2007-04-02,10:40:00
1.314,2007-04-02,10:50:00
1.404,2007-04-02,11:00:00
1.428,2007-04-02,11:10:00
1.328,2007-04-02,11:20:00
1.296,2007-04-02,11:30:00
1.374,2007-04-02,11:40:00
1.426,2007-04-02,11:50:00
1.346,2007-04-02,12:00:00
1.264,2007-04-02,12:10:00
1.346,2007-04-02,12:20:00
1.254,2007-04-02,12:30:00
1.342,2007-04-02,12:40:00
1.412,2007-04-02,12:50:00
1.426,2007-04-02,13:00:00
1.418,2007-04-02,13:10:00
2.362,2007-04-02,13:20:00
1.268,2007-04-02,13:30:00
1.268,2007-04-02,13:40:00
1.62,2007-04-02,13:50:00
1.44,2007-04-02,14:00:00
1.292,2007-04-02,14:10:00
1.364,2007-04-02,14:20:00
1.37,2007-04-02,14:30:00
1.53,2007-04-02,14:40:00
1.45,2007-04-02,14:50:00
1.352,2007-04-02,15:00:00
1.286,2007-04-02,15:10:00
0.394,2007-04-02,15:20:00
0.376,2007-04-02,15:30:00
0.214,2007-04-02,15:40:00
0.21,2007-04-02,15:50:00
0.212,2007-04-02,16:00:00
0.382,2007-04-02,16:10:00
0.31,2007-04-02,16:20:00
0.212,2007-04-02,16:30:00
0.208,2007-04-02,16:40:00
0.284,2007-04-02,16:50:00
0.308,2007-04-02,17:00:00
0.3,2007-04-02,17:10:00
0.208,2007-04-02,17:20:00
0.412,2007-04-02,17:30:00
0.35,2007-04-02,17:40:00
0.378,2007-04-02,17:50:00
0.372,2007-04-02,18:00:00
0.276,2007-04-02,18:10:00
0.278,2007-04-02,18:20:00
0.316,2007-04-02,18:30:00
0.406,2007-04-02,18:40:00
1.302,2007-04-02,18:50:00
1.452,2007-04-02,19:00:00
1.782,2007-04-02,19:10:00
4.084,2007-04-02,19:20:00
1.77,2007-04-02,19:30:00
3.91,2007-04-02,19:40:00
1.622,2007-04-02,19:50:00
1.708,2007-04-02,20:00:00
1.822,2007-04-02,20:10:00
2.598,2007-04-02,20:20:00
2.922,2007-04-02,20:30:00
2.764,2007-04-02,20:40:00
3.904,2007-04-02,20:50:00
2.564,2007-04-02,21:00:00
2.412,2007-04-02,21:10:00
2.37,2007-04-02,21:20:00
2.896,2007-04-02,21:30:00
3.272,2007-04-02,21:40:00
3.488,2007-04-02,21:50:00
5.516,2007-04-02,22:00:00
3.392,2007-04-02,22:10:00
5.184,2007-04-02,22:20:00
3.67,2007-04-02,22:30:00
2.136,2007-04-02,22:40:00
2.068,2007-04-02,22:50:00
1.936,2007-04-02,23:00:00
1.47,2007-04-02,23:10:00
1.408,2007-04-02,23:20:00
3.682,2007-04-02,23:30:00
3.842,2007-04-02,23:40:00
1.502,2007-04-02,23:50:00
1.416,2007-04-03,00:00:00
0.286,2007-04-03,00:10:00
0.32,2007-04-03,00:20:00
0.382,2007-04-03,00:30:00
0.212,2007-04-03,00:40:00
0.212,2007-04-03,00:50:00
0.244,2007-04-03,01:00:00
0.39,2007-04-03,01:10:00
0.286,2007-04-03,01:20:00
0.218,2007-04-03,01:30:00
0.216,2007-04-03,01:40:00
0.318,2007-04-03,01:50:00
0.386,2007-04-03,02:00:00
0.22,2007-04-03,02:10:00
0.22,2007-04-03,02:20:00
0.218,2007-04-03,02:30:00
0.478,2007-04-03,02:40:00
0.366,2007-04-03,02:50:00
0.292,2007-04-03,03:00:00
0.288,2007-04-03,03:10:00
0.394,2007-04-03,03:20:00
0.584,2007-04-03,03:30:00
0.218,2007-04-03,03:40:00
0.216,2007-04-03,03:50:00
0.214,2007-04-03,04:00:00
0.378,2007-04-03,04:10:00
0.288,2007-04-03,04:20:00
0.218,2007-04-03,04:30:00
0.216,2007-04-03,04:40:00
0.322,2007-04-03,04:50:00
0.386,2007-04-03,05:00:00
0.216,2007-04-03,05:10:00
0.216,2007-04-03,05:20:00
0.216,2007-04-03,05:30:00
0.314,2007-04-03,05:40:00
0.394,2007-04-03,05:50:00
0.302,2007-04-03,06:00:00
0.294,2007-04-03,06:10:00
0.4,2007-04-03,06:20:00
0.456,2007-04-03,06:30:00
0.286,2007-04-03,06:40:00
1.432,2007-04-03,06:50:00
5.872,2007-04-03,07:00:00
5.986,2007-04-03,07:10:00
3.898,2007-04-03,07:20:00
2.614,2007-04-03,07:30:00
2.454,2007-04-03,07:40:00
2.602,2007-04-03,07:50:00
2.222,2007-04-03,08:00:00
1.356,2007-04-03,08:10:00
1.254,2007-04-03,08:20:00
1.354,2007-04-03,08:30:00
1.36,2007-04-03,08:40:00
1.452,2007-04-03,08:50:00
1.368,2007-04-03,09:00:00
1.362,2007-04-03,09:10:00
1.424,2007-04-03,09:20:00
1.396,2007-04-03,09:30:00
1.418,2007-04-03,09:40:00
1.292,2007-04-03,09:50:00
1.408,2007-04-03,10:00:00
1.418,2007-04-03,10:10:00
1.384,2007-04-03,10:20:00
1.348,2007-04-03,10:30:00
1.39,2007-04-03,10:40:00
1.368,2007-04-03,10:50:00
1.284,2007-04-03,11:00:00
1.334,2007-04-03,11:10:00
1.28,2007-04-03,11:20:00
1.384,2007-04-03,11:30:00
1.294,2007-04-03,11:40:00
1.386,2007-04-03,11:50:00
0.298,2007-04-03,12:00:00
0.416,2007-04-03,12:10:00
0.398,2007-04-03,12:20:00
0.296,2007-04-03,12:30:00
0.37,2007-04-03,12:40:00
0.35,2007-04-03,12:50:00
0.32,2007-04-03,13:00:00
0.226,2007-04-03,13:10:00
0.292,2007-04-03,13:20:00
0.294,2007-04-03,13:30:00
0.326,2007-04-03,13:40:00
0.324,2007-04-03,13:50:00
0.226,2007-04-03,14:00:00
0.304,2007-04-03,14:10:00
0.34,2007-04-03,14:20:00
0.322,2007-04-03,14:30:00
0.23,2007-04-03,14:40:00
0.228,2007-04-03,14:50:00
0.3,2007-04-03,15:00:00
0.33,2007-04-03,15:10:00
0.312,2007-04-03,15:20:00
0.312,2007-04-03,15:30:00
0.378,2007-04-03,15:40:00
0.4,2007-04-03,15:50:00
0.39,2007-04-03,16:00:00
0.226,2007-04-03,16:10:00
0.226,2007-04-03,16:20:00
0.41,2007-04-03,16:30:00
0.324,2007-04-03,16:40:00
0.226,2007-04-03,16:50:00
0.228,2007-04-03,17:00:00
0.306,2007-04-03,17:10:00
0.374,2007-04-03,17:20:00
0.296,2007-04-03,17:30:00
0.228,2007-04-03,17:40:00
0.282,2007-04-03,17:50:00
0.468,2007-04-03,18:00:00
0.336,2007-04-03,18:10:00
0.286,2007-04-03,18:20:00
2.63,2007-04-03,18:30:00
2.808,2007-04-03,18:40:00
3.092,2007-04-03,18:50:00
2.898,2007-04-03,19:00:00
1.984,2007-04-03,19:10:00
5.572,2007-04-03,19:20:00
7.198,2007-04-03,19:30:00
3.302,2007-04-03,19:40:00
4.51,2007-04-03,19:50:00
2.158,2007-04-03,20:00:00
2.024,2007-04-03,20:10:00
3.532,2007-04-03,20:20:00
1.222,2007-04-03,20:30:00
1.228,2007-04-03,20:40:00
1.124,2007-04-03,20:50:00
1.32,2007-04-03,21:00:00
1.858,2007-04-03,21:10:00
1.498,2007-04-03,21:20:00
1.476,2007-04-03,21:30:00
2.046,2007-04-03,21:40:00
3.528,2007-04-03,21:50:00
3.44,2007-04-03,22:00:00
5.526,2007-04-03,22:10:00
3.228,2007-04-03,22:20:00
2.61,2007-04-03,22:30:00
2.308,2007-04-03,22:40:00
1.952,2007-04-03,22:50:00
1.816,2007-04-03,23:00:00
0.618,2007-04-03,23:10:00
0.47,2007-04-03,23:20:00
2.594,2007-04-03,23:30:00
0.858,2007-04-03,23:40:00
0.336,2007-04-03,23:50:00
0.396,2007-04-04,00:00:00
0.222,2007-04-04,00:10:00
0.222,2007-04-04,00:20:00
0.222,2007-04-04,00:30:00
0.352,2007-04-04,00:40:00
0.286,2007-04-04,00:50:00
0.218,2007-04-04,01:00:00
0.3,2007-04-04,01:10:00
0.398,2007-04-04,01:20:00
0.418,2007-04-04,01:30:00
0.288,2007-04-04,01:40:00
0.288,2007-04-04,01:50:00
0.32,2007-04-04,02:00:00
0.404,2007-04-04,02:10:00
0.288,2007-04-04,02:20:00
0.218,2007-04-04,02:30:00
0.322,2007-04-04,02:40:00
0.312,2007-04-04,02:50:00
0.292,2007-04-04,03:00:00
0.218,2007-04-04,03:10:00
0.322,2007-04-04,03:20:00
0.312,2007-04-04,03:30:00
0.294,2007-04-04,03:40:00
0.256,2007-04-04,03:50:00
0.32,2007-04-04,04:00:00
0.312,2007-04-04,04:10:00
0.214,2007-04-04,04:20:00
0.378,2007-04-04,04:30:00
0.41,2007-04-04,04:40:00
0.388,2007-04-04,04:50:00
0.286,2007-04-04,05:00:00
0.362,2007-04-04,05:10:00
0.232,2007-04-04,05:20:00
0.31,2007-04-04,05:30:00
0.212,2007-04-04,05:40:00
0.214,2007-04-04,05:50:00
0.296,2007-04-04,06:00:00
0.32,2007-04-04,06:10:00
0.296,2007-04-04,06:20:00
1.454,2007-04-04,06:30:00
1.424,2007-04-04,06:40:00
2.436,2007-04-04,06:50:00
2.968,2007-04-04,07:00:00
1.558,2007-04-04,07:10:00
1.656,2007-04-04,07:20:00
1.696,2007-04-04,07:30:00
1.776,2007-04-04,07:40:00
1.534,2007-04-04,07:50:00
1.46,2007-04-04,08:00:00
2.198,2007-04-04,08:10:00
1.844,2007-04-04,08:20:00
1.818,2007-04-04,08:30:00
1.542,2007-04-04,08:40:00
1.578,2007-04-04,08:50:00
1.608,2007-04-04,09:00:00
1.424,2007-04-04,09:10:00
1.29,2007-04-04,09:20:00
1.28,2007-04-04,09:30:00
1.538,2007-04-04,09:40:00
1.298,2007-04-04,09:50:00
1.28,2007-04-04,10:00:00
1.268,2007-04-04,10:10:00
1.42,2007-04-04,10:20:00
1.348,2007-04-04,10:30:00
1.274,2007-04-04,10:40:00
1.272,2007-04-04,10:50:00
1.36,2007-04-04,11:00:00
1.424,2007-04-04,11:10:00
1.358,2007-04-04,11:20:00
1.518,2007-04-04,11:30:00
1.502,2007-04-04,11:40:00
1.552,2007-04-04,11:50:00
1.5,2007-04-04,12:00:00
1.426,2007-04-04,12:10:00
1.438,2007-04-04,12:20:00
1.6,2007-04-04,12:30:00
1.378,2007-04-04,12:40:00
1.552,2007-04-04,12:50:00
1.45,2007-04-04,13:00:00
1.464,2007-04-04,13:10:00
1.37,2007-04-04,13:20:00
2.154,2007-04-04,13:30:00
1.39,2007-04-04,13:40:00
1.378,2007-04-04,13:50:00
1.356,2007-04-04,14:00:00
1.294,2007-04-04,14:10:00
1.402,2007-04-04,14:20:00
1.386,2007-04-04,14:30:00
1.34,2007-04-04,14:40:00
4.068,2007-04-04,14:50:00
4.156,2007-04-04,15:00:00
6.18,2007-04-04,15:10:00
4.032,2007-04-04,15:20:00
1.532,2007-04-04,15:30:00
1.49,2007-04-04,15:40:00
